sku,attribute_set_code,store_view_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus,errors
A26-49,Default,,simple,"Default Category",base,"COSMETIQUERA LIMPET",,"""",110,1,"Taxable Goods","Catalog, Search",80000,,,,A26-49,"COSMETIQUERA LIMPET",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A72-01,Default,,simple,"Default Category/Baul",base,"BAUL MIEL",,"4,5"" x 9,5"" x 4""",408,1,"Taxable Goods","Catalog, Search",80000,,,,A72-01,"BAUL MIEL",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A72-03,Default,,simple,"Default Category",base,"BAUL NEGRO",,"""",395,1,"Taxable Goods","Catalog, Search",80000,,,,A72-03,"BAUL NEGRO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A43-02G,Default,,simple,"Default Category/Mariconera",base,"MARICONERA CRAZY OSCURO/CACAO",,"6"" x 9"" x 2,5""",179,1,"Taxable Goods","Catalog, Search",80000,,,,A43-02G,"MARICONERA CRAZY OSCURO/CACAO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A43-01,Default,,simple,"Default Category",base,"MARICONERA MIEL",,"""",193,1,"Taxable Goods","Catalog, Search",80000,,,,A43-01,"MARICONERA MIEL",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A43-03,Default,,simple,"Default Category",base,"MARICONERA NEGRO",,"""",195,1,"Taxable Goods","Catalog, Search",80000,,,,A43-03,"MARICONERA NEGRO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A43-20,Default,,simple,"Default Category",base,"MARICONERA ROJO",,"""",190,1,"Taxable Goods","Catalog, Search",80000,,,,A43-20,"MARICONERA ROJO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A53-01,Default,,simple,"Default Category/Estuche de Lentes",base,"ESTUCHE LENTES MIEL",,"3,7"" x 7,2"" ",55-62,1,"Taxable Goods","Catalog, Search",80000,,,,A53-01,"ESTUCHE LENTES MIEL",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A53-11,Default,,simple,"Default Category",base,"ESTUCHE LENTES NARANJA",,"""",55-62,1,"Taxable Goods","Catalog, Search",80000,,,,A53-11,"ESTUCHE LENTES NARANJA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A53-03,Default,,simple,"Default Category",base,"ESTUCHE LENTES NEGRO",,"""",55-62,1,"Taxable Goods","Catalog, Search",80000,,,,A53-03,"ESTUCHE LENTES NEGRO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A53-20,Default,,simple,"Default Category",base,"ESTUCHE LENTES ROJO",,"""",55-62,1,"Taxable Goods","Catalog, Search",80000,,,,A53-20,"ESTUCHE LENTES ROJO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A53-59,Default,,simple,"Default Category",base,"ESTUCHE LENTES SELVA",,"""",55-62,1,"Taxable Goods","Catalog, Search",80000,,,,A53-59,"ESTUCHE LENTES SELVA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A26-55,Default,,simple,"Default Category/Cosmetiquera Metalica",base,"COSMETIQUERA METALIZADA COOPER",,"5,5"" x 11"" x 2,5""",153,1,"Taxable Goods","Catalog, Search",80000,,,,A26-55,"COSMETIQUERA METALIZADA COOPER",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A26-59,Default,,simple,"Default Category",base,"COSMETIQUERA METALIZADA SELVA",,"""",160,1,"Taxable Goods","Catalog, Search",80000,,,,A26-59,"COSMETIQUERA METALIZADA SELVA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A10-01,Default,,simple,"Default Category/Tajetero miel",base,"TARJETERO MIEL",,"4"" x 3""",30-35,1,"Taxable Goods","Catalog, Search",80000,,,,A10-01,"TARJETERO MIEL",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A10-11,Default,,simple,"Default Category",base,"TARJETERO NARANJA",,"""",30-35,1,"Taxable Goods","Catalog, Search",80000,,,,A10-11,"TARJETERO NARANJA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A10-03,Default,,simple,"Default Category",base,"TARJETERO NEGRO",,"""",30-35,1,"Taxable Goods","Catalog, Search",80000,,,,A10-03,"TARJETERO NEGRO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A10-46,Default,,simple,"Default Category",base,"TARJETERO PEACH",,"""",30-35,1,"Taxable Goods","Catalog, Search",80000,,,,A10-46,"TARJETERO PEACH",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A10-20,Default,,simple,"Default Category",base,"TARJETERO ROJO",,"""",30-35,1,"Taxable Goods","Catalog, Search",80000,,,,A10-20,"TARJETERO ROJO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A10-47,Default,,simple,"Default Category",base,"TARJETERO ROSE",,"""",30-35,1,"Taxable Goods","Catalog, Search",80000,,,,A10-47,"TARJETERO ROSE",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A10-59,Default,,simple,"Default Category",base,"TARJETERO SELVA",,"""",30-35,1,"Taxable Goods","Catalog, Search",80000,,,,A10-59,"TARJETERO SELVA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
B98-01,Default,,simple,"Default Category/Magnolia",base,"MAGNOLIA MIEL",,"11,5 x 14""-17"" x 4"" agarraderas 24,5",675,1,"Taxable Goods","Catalog, Search",80000,,,,B98-01,"MAGNOLIA MIEL",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
B98-30,Default,,simple,"Default Category",base,"MAGNOLIA NOPPI",,"""",675,1,"Taxable Goods","Catalog, Search",80000,,,,B98-30,"MAGNOLIA NOPPI",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
B98-54,Default,,simple,"Default Category",base,"MAGNOLIA ROSE GOLD",,"""",675,1,"Taxable Goods","Catalog, Search",80000,,,,B98-54,"MAGNOLIA ROSE GOLD",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
